# Reviewed-protein consensus per KO; generated by scripts/build_kegg_swissprot_consensus.py.
# Swiss-Prot 2026_03 (uniprot_sprot.dat.gz sha256 c87208822a56e8ae); KEGG gene links sha256 20ab0dd3b910cb82; go-basic.obo sha256 b08d45b268b8c24c
# ko	predicate	agreeing	proteins
K00836	aminotransferase	19	19
K00836	plp_binding	19	19
K00836	transferase	19	19
K00838	aminotransferase	5	5
K00838	plp_binding	5	5
K00838	transferase	5	5
K00840	aminotransferase	49	49
K00840	plp_binding	49	49
K00840	transferase	49	49
K00844	atp_binding	42	43
K00844	kinase	42	43
K00844	transferase	42	43
K00845	atp_binding	137	140
K00845	kinase	137	140
K00845	transferase	137	140
K00847	atp_binding	19	19
K00847	kinase	19	19
K00847	transferase	19	19
K00848	atp_binding	65	65
K00848	kinase	65	65
K00848	transferase	65	65
K00849	atp_binding	135	136
K00849	kinase	135	136
K00849	transferase	135	136
K00850	atp_binding	283	283
K00850	kinase	283	283
K00850	transferase	283	283
K00851	atp_binding	10	10
K00851	kinase	10	10
K00851	transferase	10	10
K00852	atp_binding	14	14
K00852	kinase	14	14
K00852	transferase	14	14
K00853	atp_binding	75	75
K00853	kinase	75	75
K00853	transferase	75	75
K00854	atp_binding	22	22
K00854	kinase	22	22
K00854	transferase	22	22
K00856	atp_binding	13	13
K00856	kinase	13	13
K00856	transferase	13	13
K00857	atp_binding	199	199
K00857	kinase	199	199
K00857	transferase	199	199
K00858	atp_binding	538	538
K00858	kinase	538	538
K00858	transferase	538	538
K00859	atp_binding	258	260
K00859	kinase	258	260
K00859	transferase	258	260
K00860	atp_binding	129	129
K00860	kinase	129	129
K00860	transferase	129	129
K00861	atp_binding	21	21
K00861	kinase	21	21
K00861	transferase	21	21
K00863	atp_binding	7	7
K00863	enzyme	7	7
K00863	kinase	7	7
K00863	phosphotransferase	7	7
K00863	transferase	7	7
K00864	atp_binding	427	427
K00864	kinase	427	427
K00864	transferase	427	427
K00867	atp_binding	234	234
K00867	kinase	234	234
K00867	transferase	234	234
K00868	atp_binding	115	115
K00868	kinase	115	115
K00868	transferase	115	115
K00869	atp_binding	23	23
K00869	kinase	23	23
K00869	transferase	23	23
K00871	enzyme	7	8
K00871	kinase	8	8
K00871	phosphotransferase	7	8
K00871	serine_threonine_kinase	8	8
K00871	transferase	8	8
K00872	atp_binding	340	340
K00872	kinase	340	340
K00872	transferase	340	340
K00873	atp_binding	80	80
K00873	kinase	80	80
K00873	transferase	80	80
K00874	atp_binding	7	7
K00874	kinase	7	7
K00874	transferase	7	7
K00876	atp_binding	231	233
K00876	kinase	231	233
K00876	transferase	231	233
K00877	atp_binding	5	5
K00877	kinase	5	5
K00877	transferase	5	5
K00878	atp_binding	316	316
K00878	kinase	316	316
K00878	transferase	316	316
K00879	atp_binding	5	5
K00879	kinase	5	5
K00879	transferase	5	5
K00882	atp_binding	12	12
K00882	kinase	12	12
K00882	transferase	12	12
K00884	atp_binding	5	5
K00884	kinase	5	5
K00884	transferase	5	5
K00885	atp_binding	55	55
K00885	kinase	55	55
K00885	transferase	55	55
K00888	atp_binding	8	8
K00888	kinase	8	8
K00888	transferase	8	8
K00889	atp_binding	27	27
K00889	kinase	27	27
K00889	transferase	27	27
K00891	atp_binding	459	459
K00891	kinase	459	459
K00891	transferase	459	459
K00893	atp_binding	8	8
K00893	enzyme	7	8
K00893	kinase	8	8
K00893	nucleotide_metabolism	7	8
K00893	phosphotransferase	7	8
K00893	transferase	8	8
K00894	atp_binding	11	11
K00894	kinase	11	11
K00894	transferase	11	11
K00895	kinase	11	12
K00895	transferase	11	12
K00898	kinase	14	14
K00898	serine_threonine_kinase	14	14
K00898	transferase	14	14
K00899	atp_binding	45	45
K00899	kinase	45	45
K00899	transferase	45	45
K00901	atp_binding	52	52
K00901	kinase	52	52
K00901	transferase	52	52
K00902	atp_binding	6	6
K00902	kinase	6	6
K00902	transferase	6	6
K00903	atp_binding	6	6
K00903	kinase	6	6
K00903	transferase	6	6
K00906	hydrolase	120	120
K00906	kinase	120	120
K00906	phosphatase	120	120
K00906	serine_threonine_kinase	120	120
K00906	transferase	120	120
K00907	kinase	13	13
K00907	serine_threonine_kinase	13	13
K00907	transferase	13	13
K00909	kinase	10	10
K00909	serine_threonine_kinase	10	10
K00909	transferase	10	10
K00910	enzyme	9	11
K00910	kinase	11	11
K00910	phosphotransferase	9	11
K00910	regulator	10	11
K00910	regulatory	10	11
K00910	serine_threonine_kinase	11	11
K00910	transferase	11	11
K00911	atp_binding	9	9
K00911	kinase	9	9
K00911	transferase	9	9
K00912	atp_binding	370	370
K00912	kinase	370	370
K00912	transferase	370	370
K00913	atp_binding	20	20
K00913	kinase	20	20
K00913	transferase	20	20
K00914	atp_binding	15	15
K00914	kinase	15	15
K00914	transferase	15	15
K00915	atp_binding	8	8
K00915	kinase	8	8
K00915	transferase	8	8
K00917	atp_binding	49	49
K00917	kinase	49	49
K00917	transferase	49	49
K00918	atp_binding	12	12
K00918	kinase	12	12
K00918	transferase	12	12
K00919	atp_binding	580	580
K00919	kinase	580	580
K00919	transferase	580	580
K00920	atp_binding	16	16
K00920	kinase	16	16
K00920	transferase	16	16
K00921	atp_binding	10	10
K00921	kinase	10	10
K00921	transferase	10	10
K00922	atp_binding	13	13
K00922	kinase	13	13
K00922	regulator	12	13
K00922	regulatory	12	13
K00922	transferase	13	13
K00923	atp_binding	8	8
K00923	kinase	8	8
K00923	transferase	8	8
K00924	kinase	5	5
K00924	serine_threonine_kinase	5	5
K00924	transferase	5	5
K00925	atp_binding	340	340
K00925	kinase	340	340
K00925	transferase	340	340
K00926	atp_binding	41	44
K00926	kinase	41	44
K00926	transferase	41	44
K00927	atp_binding	662	662
K00927	kinase	662	662
K00927	transferase	662	662
K00928	atp_binding	36	36
K00928	kinase	36	36
K00928	transferase	36	36
K00929	atp_binding	46	46
K00929	kinase	46	46
K00929	transferase	46	46
K00930	atp_binding	546	546
K00930	kinase	546	546
K00930	transferase	546	546
K00931	atp_binding	434	435
K00931	kinase	434	435
K00931	transferase	434	435
K00932	atp_binding	12	12
K00932	kinase	12	12
K00932	transferase	12	12
K00933	atp_binding	19	19
K00933	kinase	19	19
K00933	transferase	19	19
K00934	atp_binding	7	7
K00934	kinase	7	7
K00934	transferase	7	7
K00937	atp_binding	81	81
K00937	kinase	81	81
K00937	transferase	81	81
K00938	atp_binding	7	7
K00938	kinase	7	7
K00938	transferase	7	7
K00939	atp_binding	820	821
K00939	kinase	820	821
K00939	transferase	820	821
K00940	atp_binding	691	695
K00940	kinase	695	695
K00940	transferase	695	695
K00941	atp_binding	19	19
K00941	kinase	19	19
K00941	transferase	19	19
K00942	atp_binding	332	332
K00942	kinase	332	332
K00942	transferase	332	332
K00943	atp_binding	594	594
K00943	kinase	594	594
K00943	transferase	594	594
K00944	atp_binding	7	7
K00944	kinase	7	7
K00944	transferase	7	7
K00945	atp_binding	535	535
K00945	kinase	535	535
K00945	transferase	535	535
K00946	atp_binding	27	27
K00946	kinase	27	27
K00946	transferase	27	27
K00948	atp_binding	188	188
K00948	kinase	188	188
K00948	transferase	188	188
K00949	atp_binding	11	11
K00949	kinase	11	11
K00949	transferase	11	11
K00950	atp_binding	23	23
K00950	kinase	23	23
K00950	transferase	23	23
K00951	atp_binding	16	16
K00951	kinase	16	16
K00951	transferase	16	16
K00952	nucleotidyltransferase	41	43
K00952	transferase	41	43
K00953	nucleotidyltransferase	11	11
K00953	transferase	11	11
K00954	nucleotidyltransferase	652	652
K00954	transferase	652	652
K00955	atp_binding	7	7
K00955	kinase	7	7
K00955	nucleotidyltransferase	7	7
K00955	transferase	7	7
K00956	nucleotidyltransferase	97	97
K00956	transferase	97	97
K00957	nucleotidyltransferase	214	214
K00957	transferase	214	214
K00958	nucleotidyltransferase	106	106
K00958	transferase	106	106
K00962	nucleotidyltransferase	770	770
K00962	transferase	770	770
K00963	nucleotidyltransferase	60	60
K00963	transferase	60	60
K00965	nucleotidyltransferase	47	47
K00965	transferase	47	47
K00966	nucleotidyltransferase	34	42
K00966	transferase	34	42
K00967	nucleotidyltransferase	8	8
K00967	transferase	8	8
K00968	biosynthesis	10	12
K00968	enzyme	10	12
K00968	lipid_metabolism	10	12
K00968	nucleotidyltransferase	12	12
K00968	phospholipid_metabolism	10	12
K00968	phosphotransferase	10	12
K00968	polymerase	10	12
K00968	transferase	12	12
K00969	nucleotidyltransferase	393	393
K00969	transferase	393	393
K00970	nucleotidyltransferase	6	6
K00970	transferase	6	6
K00971	nucleotidyltransferase	6	6
K00971	transferase	6	6
K00972	nucleotidyltransferase	12	12
K00972	transferase	12	12
K00973	nucleotidyltransferase	20	20
K00973	transferase	20	20
K00974	nucleotidyltransferase	329	329
K00974	transferase	329	329
K00975	nucleotidyltransferase	295	297
K00975	transferase	295	297
K00977	nucleotidyltransferase	7	7
K00977	transferase	7	7
K00979	nucleotidyltransferase	393	393
K00979	transferase	393	393
K00981	nucleotidyltransferase	59	60
K00981	transferase	59	60
K00982	nucleotidyltransferase	134	134
K00982	transferase	134	134
K00983	nucleotidyltransferase	5	5
K00983	transferase	5	5
K00987	nucleotidyltransferase	8	8
K00987	transferase	8	8
K00989	nucleotidyltransferase	414	414
K00989	transferase	414	414
K00990	hydrolase	179	179
K00990	nucleotidyltransferase	179	179
K00990	phosphodiesterase	179	179
K00990	transferase	179	179
K00991	nucleotidyltransferase	358	358
K00991	transferase	358	358
K00994	transferase	7	7
K00995	transferase	61	61
K00997	transferase	568	568
K00999	transferase	8	8
K01000	transferase	709	709
K01001	transferase	9	9
K01002	transferase	37	37
K01003	decarboxylase	30	30
K01003	lyase	30	30
K01004	transferase	9	9
K01006	atp_binding	11	11
K01006	kinase	11	11
K01006	transferase	11	11
K01007	atp_binding	16	16
K01007	kinase	16	16
K01007	transferase	16	16
K01008	atp_binding	99	100
K01008	kinase	99	100
K01008	transferase	99	100
K01011	sulfurtransferase	34	35
K01011	transferase	34	35
K01012	sulfurtransferase	577	578
K01012	transferase	577	578
K01014	sulfurtransferase	7	7
K01014	transferase	7	7
K01021	sulfurtransferase	11	11
K01021	transferase	11	11
K01023	sulfurtransferase	5	5
K01023	transferase	5	5
K01025	enzyme	17	18
K01025	sulfur_assimilation	15	18
K01025	sulfur_metabolism	15	18
K01025	sulfurtransferase	18	18
K01025	transferase	18	18
K01027	sulfurtransferase	11	11
K01027	transferase	11	11
K01028	sulfurtransferase	8	8
K01028	transferase	8	8
K01029	sulfurtransferase	8	8
K01029	transferase	8	8
K01042	transferase	124	129
K01044	esterase	16	17
K01044	hydrolase	17	17
K01045	esterase	13	13
K01045	hydrolase	13	13
K01046	esterase	22	22
K01046	hydrolase	22	22
K01047	esterase	35	38
K01047	hydrolase	35	38
K01049	esterase	10	10
K01049	hydrolase	10	10
K01051	esterase	48	49
K01051	hydrolase	49	49
K01052	esterase	8	8
K01052	hydrolase	8	8
K01053	esterase	12	12
K01053	hydrolase	12	12
K01054	esterase	7	7
K01054	hydrolase	7	7
K01056	esterase	713	714
K01056	hydrolase	713	714
K01057	esterase	42	44
K01057	hydrolase	42	44
K01058	esterase	6	6
K01058	hydrolase	6	6
K01059	esterase	11	11
K01059	hydrolase	11	11
K01061	esterase	12	12
K01061	hydrolase	12	12
K01062	esterase	11	11
K01062	hydrolase	11	11
K01066	esterase	37	37
K01066	hydrolase	37	37
K01067	hydrolase	12	12
K01068	carbohydrate_esterase	10	12
K01068	cytoplasmic	10	12
K01068	enzyme	10	12
K01068	esterase	10	12
K01068	hydrolase	12	12
K01069	hydrolase	288	288
K01070	hydrolase	36	36
K01073	hydrolase	5	5
K01074	hydrolase	15	15
K01076	hydrolase	19	19
K01077	hydrolase	20	20
K01077	phosphatase	20	20
K01078	hydrolase	8	8
K01078	phosphatase	8	8
K01079	hydrolase	26	26
K01079	phosphatase	26	26
K01080	hydrolase	13	13
K01080	phosphatase	13	13
K01081	hydrolase	20	21
K01081	phosphatase	20	21
K01082	hydrolase	26	26
K01082	phosphatase	26	26
K01084	hydrolase	12	12
K01084	phosphatase	12	12
K01086	hydrolase	12	12
K01086	phosphatase	12	12
K01087	hydrolase	34	34
K01087	phosphatase	34	34
K01089	dehydratase	68	68
K01089	hydrolase	64	68
K01089	lyase	68	68
K01089	phosphatase	64	68
K01090	hydrolase	6	6
K01090	phosphatase	6	6
K01091	hydrolase	55	55
K01091	phosphatase	54	55
K01092	hydrolase	48	50
K01092	phosphatase	48	50
K01098	hydrolase	9	9
K01102	cytoplasmic	9	10
K01102	hydrolase	10	10
K01102	phosphatase	10	10
K01104	hydrolase	12	12
K01104	phosphatase	12	12
K01106	hydrolase	5	5
K01106	phosphatase	5	5
K01108	hydrolase	7	7
K01108	phosphatase	7	7
K01109	hydrolase	7	7
K01109	phosphatase	7	7
K01110	hydrolase	12	12
K01110	phosphatase	12	12
K01114	hydrolase	18	18
K01114	phosphodiesterase	17	18
K01115	hydrolase	29	29
K01115	phosphodiesterase	29	29
K01116	hydrolase	5	5
K01116	phosphodiesterase	5	5
K01118	nad_binding	283	283
K01118	nitrogen_metabolism	283	283
K01118	oxidoreductase	283	283
K01120	carbohydrate_esterase	7	8
K01120	enzyme	7	8
K01120	esterase	7	8
K01120	hydrolase	8	8
K01120	phosphodiesterase	8	8
K01121	hydrolase	5	5
K01121	phosphodiesterase	5	5
K01128	hydrolase	8	8
K01128	phosphodiesterase	8	8
K01132	hydrolase	5	5
K01141	exonuclease	5	5
K01141	hydrolase	5	5
K01141	nuclease	5	5
K01142	exonuclease	9	9
K01142	hydrolase	9	9
K01142	nuclease	9	9
K01146	hydrolase	94	94
K01147	exonuclease	94	95
K01147	hydrolase	95	95
K01147	nuclease	94	95
K01147	rnase	94	95
K01148	exonuclease	11	11
K01148	hydrolase	11	11
K01148	nuclease	11	11
K01148	rnase	11	11
K01150	dnase	5	5
K01150	endonuclease	5	5
K01150	hydrolase	5	5
K01150	nuclease	5	5
K01151	dnase	265	266
K01151	endonuclease	265	266
K01151	hydrolase	265	266
K01151	nuclease	265	266
K01153	dnase	12	12
K01153	endonuclease	12	12
K01153	hydrolase	12	12
K01153	nuclease	12	12
K01155	dnase	6	6
K01155	endonuclease	6	6
K01155	hydrolase	6	6
K01155	nuclease	6	6
K01158	hydrolase	14	14
K01159	dnase	541	541
K01159	endonuclease	541	541
K01159	hydrolase	541	541
K01159	nuclease	541	541
K01160	dnase	10	10
K01160	endonuclease	10	10
K01160	hydrolase	10	10
K01160	nuclease	10	10
K01166	lyase	22	23
K01168	lyase	14	15
K01170	lyase	40	41
K01172	hydrolase	7	7
K01173	hydrolase	7	8
K01174	hydrolase	8	9
K01176	carbohydrate_active	40	42
K01176	glycosidase	36	42
K01176	hydrolase	36	42
K01177	carbohydrate_active	12	12
K01177	glycosidase	12	12
K01177	hydrolase	12	12
K01179	carbohydrate_active	69	69
K01179	glycosidase	69	69
K01179	hydrolase	69	69
K01180	carbohydrate_active	6	6
K01180	glycosidase	6	6
K01180	hydrolase	6	6
K01181	carbohydrate_active	53	53
K01181	glycosidase	53	53
K01181	hydrolase	53	53
K01182	carbohydrate_active	10	10
K01182	glycosidase	10	10
K01182	hydrolase	10	10
K01183	carbohydrate_active	52	55
K01183	glycosidase	52	55
K01183	hydrolase	53	55
K01184	carbohydrate_active	35	35
K01184	glycosidase	35	35
K01184	hydrolase	35	35
K01185	carbohydrate_active	15	15
K01185	glycosidase	15	15
K01185	hydrolase	15	15
K01186	carbohydrate_active	10	10
K01186	glycosidase	10	10
K01186	hydrolase	10	10
K01187	carbohydrate_active	27	27
K01187	glycosidase	27	27
K01187	hydrolase	27	27
K01188	carbohydrate_active	51	53
K01188	glycosidase	51	53
K01188	hydrolase	51	53
K01190	carbohydrate_active	62	62
K01190	glycosidase	62	62
K01190	hydrolase	62	62
K01191	carbohydrate_active	10	10
K01191	glycosidase	10	10
K01191	hydrolase	10	10
K01192	carbohydrate_active	15	15
K01192	glycosidase	15	15
K01192	hydrolase	15	15
K01193	carbohydrate_active	33	33
K01193	glycosidase	33	33
K01193	hydrolase	33	33
K01194	carbohydrate_active	98	98
K01194	glycosidase	98	98
K01194	hydrolase	98	98
K01195	carbohydrate_active	11	11
K01195	glycosidase	11	11
K01195	hydrolase	11	11
K01196	carbohydrate_active	6	6
K01196	glycosidase	6	6
K01196	glycosyltransferase	6	6
K01196	hydrolase	6	6
K01196	transferase	6	6
K01197	carbohydrate_active	27	27
K01197	glycosidase	27	27
K01197	hydrolase	27	27
K01199	carbohydrate_active	6	6
K01199	glycosidase	6	6
K01199	hydrolase	6	6
K01201	carbohydrate_active	10	10
K01201	glycosidase	10	10
K01201	hydrolase	10	10
K01202	carbohydrate_active	9	9
K01202	glycosidase	9	9
K01202	hydrolase	9	9
K01206	carbohydrate_active	14	14
K01206	glycosidase	14	14
K01206	hydrolase	14	14
K01207	carbohydrate_active	118	118
K01207	glycosidase	118	118
K01207	hydrolase	118	118
K01208	carbohydrate_active	5	5
K01208	glycosidase	5	5
K01208	hydrolase	5	5
K01209	carbohydrate_active	12	12
K01209	glycosidase	12	12
K01209	hydrolase	12	12
K01210	carbohydrate_active	26	26
K01210	glycosidase	26	26
K01210	hydrolase	26	26
K01213	carbohydrate_active	19	19
K01213	glycosidase	19	19
K01213	hydrolase	19	19
K01214	carbohydrate_active	10	10
K01214	glycosidase	10	10
K01214	hydrolase	10	10
K01218	carbohydrate_active	8	8
K01218	glycosidase	8	8
K01218	hydrolase	8	8
K01219	carbohydrate_active	5	5
K01219	glycosidase	5	5
K01219	hydrolase	5	5
K01220	carbohydrate_active	44	44
K01220	glycosidase	44	44
K01220	hydrolase	44	44
K01223	carbohydrate_active	7	7
K01223	glycosidase	7	7
K01223	hydrolase	7	7
K01224	carbohydrate_active	8	8
K01224	glycosidase	8	8
K01224	hydrolase	8	8
K01225	carbohydrate_active	17	17
K01225	glycosidase	17	17
K01225	hydrolase	17	17
K01228	carbohydrate_active	8	8
K01228	glycosidase	8	8
K01228	hydrolase	8	8
K01230	carbohydrate_active	18	18
K01230	glycosidase	18	18
K01230	hydrolase	18	18
K01231	carbohydrate_active	7	7
K01231	glycosidase	7	7
K01231	hydrolase	7	7
K01232	carbohydrate_active	6	6
K01232	glycosidase	6	6
K01232	hydrolase	6	6
K01235	carbohydrate_active	7	7
K01235	glycosidase	7	7
K01235	hydrolase	7	7
K01236	carbohydrate_active	5	5
K01236	glycosidase	5	5
K01236	hydrolase	5	5
K01237	carbohydrate_active	6	6
K01237	glycosidase	6	6
K01237	hydrolase	6	6
K01238	carbohydrate_active	9	10
K01238	glycosidase	9	10
K01238	hydrolase	9	10
K01240	glycosidase	5	5
K01240	hydrolase	5	5
K01242	glycosidase	5	5
K01242	glycosyltransferase	5	5
K01242	hydrolase	5	5
K01242	transferase	5	5
K01243	glycosidase	187	187
K01243	hydrolase	187	187
K01245	glycosidase	5	5
K01245	hydrolase	5	5
K01250	glycosidase	52	52
K01250	hydrolase	52	52
K01251	hydrolase	220	229
K01252	hydrolase	7	7
K01253	hydrolase	5	5
K01254	hydrolase	37	37
K01254	peptidase	36	37
K01254	protease	36	37
K01255	hydrolase	419	421
K01255	peptidase	419	421
K01255	protease	419	421
K01256	hydrolase	6	6
K01256	peptidase	6	6
K01256	protease	6	6
K01258	hydrolase	195	196
K01258	peptidase	195	196
K01258	protease	195	196
K01259	hydrolase	23	23
K01259	peptidase	23	23
K01259	protease	23	23
K01262	hydrolase	51	51
K01262	peptidase	51	51
K01262	protease	51	51
K01265	hydrolase	133	133
K01265	peptidase	133	133
K01265	protease	133	133
K01266	hydrolase	14	14
K01266	peptidase	14	14
K01266	protease	14	14
K01267	hydrolase	10	10
K01267	peptidase	10	10
K01267	protease	10	10
K01271	hydrolase	106	106
K01271	peptidase	106	106
K01271	protease	106	106
K01273	hydrolase	19	21
K01273	peptidase	19	21
K01273	protease	19	21
K01275	hydrolase	7	7
K01275	peptidase	7	7
K01275	protease	7	7
K01277	hydrolase	7	7
K01277	peptidase	7	7
K01277	protease	7	7
K01278	hydrolase	13	13
K01278	peptidase	13	13
K01278	protease	13	13
K01279	hydrolase	20	20
K01279	peptidase	20	20
K01279	protease	20	20
K01280	hydrolase	9	9
K01280	peptidase	9	9
K01280	protease	9	9
K01281	hydrolase	51	51
K01281	peptidase	51	51
K01281	protease	51	51
K01282	hydrolase	27	27
K01282	peptidase	27	27
K01282	protease	27	27
K01283	hydrolase	9	11
K01283	peptidase	9	11
K01283	protease	9	11
K01285	hydrolase	6	6
K01285	peptidase	6	6
K01285	protease	6	6
K01288	hydrolase	54	54
K01288	peptidase	54	54
K01288	protease	54	54
K01294	hydrolase	6	6
K01294	peptidase	6	6
K01294	protease	6	6
K01297	hydrolase	7	7
K01297	peptidase	7	7
K01297	protease	7	7
K01301	hydrolase	13	14
K01301	peptidase	13	14
K01301	protease	13	14
K01302	hydrolase	6	6
K01302	peptidase	6	6
K01302	protease	6	6
K01303	hydrolase	8	8
K01303	peptidase	8	8
K01303	protease	8	8
K01304	hydrolase	144	144
K01304	peptidase	144	144
K01304	protease	144	144
K01307	hydrolase	10	10
K01307	peptidase	10	10
K01307	protease	10	10
K01309	hydrolase	10	12
K01309	peptidase	10	12
K01309	protease	10	12
K01310	hydrolase	5	5
K01310	peptidase	5	5
K01310	protease	5	5
K01312	hydrolase	39	40
K01312	peptidase	39	40
K01312	protease	39	40
K01313	hydrolase	5	5
K01313	peptidase	5	5
K01313	protease	5	5
K01314	hydrolase	6	6
K01314	peptidase	6	6
K01314	protease	6	6
K01315	hydrolase	8	8
K01315	peptidase	8	8
K01315	protease	8	8
K01317	hydrolase	5	5
K01317	peptidase	5	5
K01317	protease	5	5
K01318	hydrolase	49	49
K01318	peptidase	49	49
K01318	protease	49	49
K01320	hydrolase	5	5
K01320	peptidase	5	5
K01320	protease	5	5
K01321	hydrolase	9	9
K01321	peptidase	9	9
K01321	protease	9	9
K01322	hydrolase	8	8
K01322	peptidase	8	8
K01322	protease	8	8
K01325	hydrolase	21	21
K01325	peptidase	21	21
K01325	protease	21	21
K01326	hydrolase	7	7
K01326	peptidase	7	7
K01326	protease	7	7
K01328	hydrolase	5	5
K01328	peptidase	5	5
K01328	protease	5	5
K01329	hydrolase	8	8
K01329	peptidase	8	8
K01329	protease	8	8
K01330	hydrolase	5	5
K01330	peptidase	5	5
K01330	protease	5	5
K01331	hydrolase	7	7
K01331	peptidase	7	7
K01331	protease	7	7
K01334	hydrolase	7	7
K01334	peptidase	7	7
K01334	protease	7	7
K01336	hydrolase	13	13
K01336	peptidase	13	13
K01336	protease	13	13
K01338	hydrolase	145	146
K01338	peptidase	145	146
K01338	protease	145	146
K01340	hydrolase	9	9
K01340	peptidase	9	9
K01340	protease	9	9
K01343	hydrolase	6	6
K01343	peptidase	6	6
K01343	protease	6	6
K01344	hydrolase	5	5
K01344	peptidase	5	5
K01344	protease	5	5
K01346	hydrolase	6	6
K01346	peptidase	6	6
K01346	protease	6	6
K01348	hydrolase	7	7
K01348	peptidase	7	7
K01348	protease	7	7
